State,Year,Quarter,Pincode,Transaction_count,Transaction_amount
karnataka,2021,4,577006,10431197,10431197
karnataka,2021,4,560043,10107378,10107378
karnataka,2021,4,560100,9822558,9822558
karnataka,2021,4,560058,9596609,9596609
karnataka,2021,4,560091,9578828,9578828
karnataka,2022,1,560001,224793308,224793308
karnataka,2022,1,560068,20226669,20226669
karnataka,2022,1,560076,13452682,13452682
karnataka,2022,1,560078,13374224,13374224
karnataka,2022,1,560037,11931962,11931962
karnataka,2022,1,577006,11370123,11370123
karnataka,2022,1,560043,11337710,11337710
karnataka,2022,1,560058,10935539,10935539
karnataka,2022,1,560091,10867507,10867507
karnataka,2022,1,560100,10730328,10730328
karnataka,2022,2,560001,271515853,271515853
karnataka,2022,2,560068,24820949,24820949
karnataka,2022,2,560037,17245624,17245624
karnataka,2022,2,560076,16326880,16326880
karnataka,2022,2,560078,15927103,15927103
karnataka,2022,2,577006,14838722,14838722
karnataka,2022,2,560043,13973514,13973514
karnataka,2022,2,560100,13480485,13480485
karnataka,2022,2,560058,12489370,12489370
karnataka,2022,2,560091,12456422,12456422
karnataka,2022,3,560027,160449902,160449902
karnataka,2022,3,560001,43509658,43509658
karnataka,2022,3,560068,26365682,26365682
karnataka,2022,3,560037,19914683,19914683
karnataka,2022,3,560076,17191585,17191585
karnataka,2022,3,560078,16244679,16244679
karnataka,2022,3,560043,14857948,14857948
karnataka,2022,3,560100,14586151,14586151
karnataka,2022,3,560058,12782193,12782193
karnataka,2022,3,560091,12694300,12694300
karnataka,2022,4,560027,290033166,290033166
karnataka,2022,4,560068,28204959,28204959
karnataka,2022,4,560037,21492132,21492132
karnataka,2022,4,560076,18404903,18404903
karnataka,2022,4,560078,17422425,17422425
karnataka,2022,4,560043,16004053,16004053
karnataka,2022,4,560100,15780250,15780250
karnataka,2022,4,560066,13776420,13776420
karnataka,2022,4,560064,13758871,13758871
karnataka,2022,4,560058,13689115,13689115
karnataka,2023,1,560068,48544078,48544078
karnataka,2023,1,560037,36487467,36487467
karnataka,2023,1,560076,31427375,31427375
karnataka,2023,1,560078,30074920,30074920
karnataka,2023,1,560100,27670041,27670041
karnataka,2023,1,560043,27613832,27613832
karnataka,2023,1,560066,24179923,24179923
karnataka,2023,1,560058,23602099,23602099
karnataka,2023,1,560091,23438848,23438848
karnataka,2023,1,560064,23358867,23358867
karnataka,2023,2,560068,54020876,54020876
karnataka,2023,2,560037,41049027,41049027
karnataka,2023,2,560076,34380780,34380780
karnataka,2023,2,560078,33172774,33172774
karnataka,2023,2,560100,31610913,31610913
karnataka,2023,2,560043,30642802,30642802
karnataka,2023,2,560066,27415672,27415672
karnataka,2023,2,560103,26178394,26178394
karnataka,2023,2,560064,26080542,26080542
karnataka,2023,2,560091,26009756,26009756
kerala,2018,1,682035,56906,56906
kerala,2018,1,676517,46257,46257
kerala,2018,1,680001,30183,30183
kerala,2018,1,673020,28246,28246
kerala,2018,1,686001,25369,25369
kerala,2018,1,678001,24581,24581
kerala,2018,1,682042,21871,21871
kerala,2018,1,695014,21835,21835
kerala,2018,1,673585,17972,17972
kerala,2018,1,691001,16447,16447
kerala,2018,2,682035,78839,78839
kerala,2018,2,676517,53515,53515
kerala,2018,2,673020,40292,40292
kerala,2018,2,680001,38451,38451
kerala,2018,2,686001,30333,30333
kerala,2018,2,682042,28431,28431
kerala,2018,2,695014,26794,26794
kerala,2018,2,678001,26636,26636
kerala,2018,2,673585,21014,21014
kerala,2018,2,691001,20473,20473
kerala,2018,3,682035,114548,114548
kerala,2018,3,673020,61657,61657
kerala,2018,3,676517,57721,57721
kerala,2018,3,680001,53939,53939
kerala,2018,3,686001,47124,47124
kerala,2018,3,682042,39219,39219
kerala,2018,3,695014,33399,33399
kerala,2018,3,678001,32261,32261
kerala,2018,3,691001,27473,27473
kerala,2018,3,673585,25681,25681
kerala,2018,4,682035,126832,126832
kerala,2018,4,680001,63889,63889
kerala,2018,4,673020,62141,62141
kerala,2018,4,682042,62060,62060
kerala,2018,4,676517,55922,55922
kerala,2018,4,686001,52019,52019
kerala,2018,4,695014,43232,43232
kerala,2018,4,678001,41581,41581
kerala,2018,4,682024,36223,36223
kerala,2018,4,695001,33334,33334
kerala,2019,1,682035,424794,424794
kerala,2019,1,680001,152326,152326
kerala,2019,1,695014,102836,102836
kerala,2019,1,686001,93725,93725
kerala,2019,1,676517,91865,91865
kerala,2019,1,682042,87940,87940
kerala,2019,1,673020,73381,73381
kerala,2019,1,678001,57653,57653
kerala,2019,1,695581,49868,49868
kerala,2019,1,682024,49330,49330
kerala,2019,2,682035,1095414,1095414
kerala,2019,2,680001,344201,344201
kerala,2019,2,695014,241274,241274
kerala,2019,2,686001,129126,129126
kerala,2019,2,676517,90823,90823
kerala,2019,2,682042,82406,82406
kerala,2019,2,670017,57524,57524
kerala,2019,2,682024,51192,51192
kerala,2019,2,695001,47985,47985
kerala,2019,2,688012,46891,46891
kerala,2019,3,682035,922736,922736
kerala,2019,3,680001,269925,269925
kerala,2019,3,695014,219352,219352
kerala,2019,3,686001,122010,122010
kerala,2019,3,682042,121617,121617
kerala,2019,3,682024,76457,76457
kerala,2019,3,695001,75266,75266
kerala,2019,3,676517,69125,69125
kerala,2019,3,695581,66597,66597
kerala,2019,3,682025,66170,66170
kerala,2019,4,682035,1169059,1169059
kerala,2019,4,680001,376442,376442
kerala,2019,4,695014,276115,276115
kerala,2019,4,686001,172682,172682
kerala,2019,4,682042,162826,162826
kerala,2019,4,682016,152224,152224
kerala,2019,4,695001,125570,125570
kerala,2019,4,682024,100100,100100
kerala,2019,4,695581,92423,92423
kerala,2019,4,682025,92329,92329
kerala,2020,1,682016,1364356,1364356
kerala,2020,1,680001,497689,497689
kerala,2020,1,682003,421571,421571
kerala,2020,1,695001,363718,363718
kerala,2020,1,682042,359054,359054
kerala,2020,1,673032,341861,341861
kerala,2020,1,682036,227320,227320
kerala,2020,1,686001,220877,220877
kerala,2020,1,682024,117801,117801
kerala,2020,1,695581,111524,111524
kerala,2020,2,682016,1783976,1783976
kerala,2020,2,680001,380483,380483
kerala,2020,2,682003,255872,255872
kerala,2020,2,695001,242530,242530
kerala,2020,2,682036,194815,194815
kerala,2020,2,673032,188347,188347
kerala,2020,2,686001,141765,141765
kerala,2020,2,682042,125297,125297
kerala,2020,2,676504,118227,118227
kerala,2020,2,682038,73188,73188
kerala,2020,3,682016,1781390,1781390
kerala,2020,3,682003,640704,640704
kerala,2020,3,680001,508929,508929
kerala,2020,3,673032,276784,276784
kerala,2020,3,676504,260256,260256
kerala,2020,3,686001,210014,210014
kerala,2020,3,691001,175285,175285
kerala,2020,3,682042,165204,165204
kerala,2020,3,695001,162293,162293
kerala,2020,3,682024,124208,124208
kerala,2020,4,682016,1782552,1782552
kerala,2020,4,682003,661831,661831
kerala,2020,4,680001,522431,522431
kerala,2020,4,673032,345569,345569
kerala,2020,4,682042,318495,318495
kerala,2020,4,682024,295043,295043
kerala,2020,4,676504,288515,288515
kerala,2020,4,682025,243156,243156
kerala,2020,4,695001,242334,242334
kerala,2020,4,682020,228127,228127
kerala,2021,1,682016,4083761,4083761
kerala,2021,1,682003,1444566,1444566
kerala,2021,1,680001,1204345,1204345
kerala,2021,1,676504,716927,716927
kerala,2021,1,673032,700942,700942
kerala,2021,1,686001,445178,445178
kerala,2021,1,695001,426500,426500
kerala,2021,1,682042,397188,397188
kerala,2021,1,682024,380649,380649
kerala,2021,1,691001,351230,351230
kerala,2021,2,682016,5021464,5021464
kerala,2021,2,682003,1734880,1734880
kerala,2021,2,680001,1450332,1450332
kerala,2021,2,676504,797106,797106
kerala,2021,2,673032,719086,719086
kerala,2021,2,686001,558513,558513
kerala,2021,2,695001,464554,464554
kerala,2021,2,691001,394496,394496
kerala,2021,2,682042,364155,364155
kerala,2021,2,682036,306976,306976
kerala,2021,3,682016,6568348,6568348
kerala,2021,3,682003,2217365,2217365
kerala,2021,3,680001,1836735,1836735
kerala,2021,3,676504,1078881,1078881
kerala,2021,3,673032,1078867,1078867
kerala,2021,3,686001,680014,680014
kerala,2021,3,695001,631261,631261
kerala,2021,3,682042,512638,512638
kerala,2021,3,691001,508345,508345
kerala,2021,3,682024,447797,447797
kerala,2021,4,682016,8930087,8930087
kerala,2021,4,682003,2715548,2715548
kerala,2021,4,680001,2199213,2199213
kerala,2021,4,676504,1341706,1341706
kerala,2021,4,673032,1273522,1273522
kerala,2021,4,686001,832169,832169
kerala,2021,4,695001,782037,782037
kerala,2021,4,682042,691491,691491
kerala,2021,4,691001,622328,622328
kerala,2021,4,682024,620902,620902
kerala,2022,1,682016,10668279,10668279
kerala,2022,1,682003,3301409,3301409
kerala,2022,1,680001,2665641,2665641
kerala,2022,1,676504,1593062,1593062
kerala,2022,1,673032,1344633,1344633
kerala,2022,1,686001,963050,963050
kerala,2022,1,695001,908269,908269
kerala,2022,1,691001,826505,826505
kerala,2022,1,682042,771918,771918
kerala,2022,1,682024,678548,678548
kerala,2022,2,682016,11390739,11390739
kerala,2022,2,682003,3622092,3622092
kerala,2022,2,680001,3244043,3244043
kerala,2022,2,676504,1814600,1814600
kerala,2022,2,673032,1524291,1524291
kerala,2022,2,691001,1135098,1135098
kerala,2022,2,695001,1038601,1038601
kerala,2022,2,686001,984522,984522
kerala,2022,2,682042,861613,861613
kerala,2022,2,682024,755024,755024
kerala,2022,3,682036,7957281,7957281
kerala,2022,3,682507,6910583,6910583
kerala,2022,3,695001,3499068,3499068
kerala,2022,3,680001,2995750,2995750
kerala,2022,3,691001,2214879,2214879
kerala,2022,3,686004,1897865,1897865
kerala,2022,3,682016,1712502,1712502
kerala,2022,3,676517,1234319,1234319
kerala,2022,3,688012,1032141,1032141
kerala,2022,3,682024,1006763,1006763
kerala,2022,4,682507,14935118,14935118
kerala,2022,4,680001,6143263,6143263
kerala,2022,4,682036,4799046,4799046
kerala,2022,4,695001,2750149,2750149
kerala,2022,4,676517,2211184,2211184
kerala,2022,4,686004,2038003,2038003
kerala,2022,4,691001,1720848,1720848
kerala,2022,4,688012,1254680,1254680
kerala,2022,4,678001,1180594,1180594
kerala,2022,4,682024,1174630,1174630
kerala,2023,1,682042,1406460,1406460
kerala,2023,1,682024,1320502,1320502
kerala,2023,1,695001,1072752,1072752
kerala,2023,1,682025,1036617,1036617
kerala,2023,1,673032,980086,980086
kerala,2023,1,682020,944558,944558
kerala,2023,1,682032,937990,937990
kerala,2023,1,682035,931317,931317
kerala,2023,1,673592,862645,862645
kerala,2023,1,673602,818767,818767
kerala,2023,2,682042,1422659,1422659
kerala,2023,2,682024,1357829,1357829
kerala,2023,2,695001,1140329,1140329
kerala,2023,2,673032,1048561,1048561
kerala,2023,2,682025,1038738,1038738
kerala,2023,2,682020,964931,964931
kerala,2023,2,682035,960566,960566
kerala,2023,2,673592,944793,944793
kerala,2023,2,682032,933355,933355
kerala,2023,2,673004,827975,827975
ladakh,2018,1,194104,2020,2020
ladakh,2018,1,194101,1308,1308
ladakh,2018,1,194107,907,907
ladakh,2018,1,194201,453,453
ladakh,2018,1,194703,343,343
ladakh,2018,1,194105,285,285
ladakh,2018,1,194103,270,270
ladakh,2018,1,194102,214,214
ladakh,2018,1,194109,125,125
ladakh,2018,1,194106,98,98
ladakh,2018,2,194104,3729,3729
ladakh,2018,2,194101,3139,3139
ladakh,2018,2,194107,2134,2134
ladakh,2018,2,194201,1555,1555
ladakh,2018,2,194102,1128,1128
ladakh,2018,2,194103,918,918
ladakh,2018,2,194703,888,888
ladakh,2018,2,194105,827,827
ladakh,2018,2,194109,276,276
ladakh,2018,2,194401,204,204
ladakh,2018,3,194104,5788,5788
ladakh,2018,3,194101,5432,5432
ladakh,2018,3,194107,3831,3831
ladakh,2018,3,194201,2473,2473
ladakh,2018,3,194102,1768,1768
ladakh,2018,3,194103,1439,1439
ladakh,2018,3,194105,1439,1439
ladakh,2018,3,194703,1238,1238
ladakh,2018,3,194106,883,883
ladakh,2018,3,194401,285,285
ladakh,2018,4,194104,9100,9100
ladakh,2018,4,194101,6526,6526
ladakh,2018,4,194107,5228,5228
ladakh,2018,4,194201,3905,3905
ladakh,2018,4,194103,2115,2115
ladakh,2018,4,194105,2051,2051
ladakh,2018,4,194703,1965,1965
ladakh,2018,4,194102,1799,1799
ladakh,2018,4,194106,1181,1181
ladakh,2018,4,194401,693,693
ladakh,2019,1,194104,12861,12861
ladakh,2019,1,194101,8237,8237
ladakh,2019,1,194107,6588,6588
ladakh,2019,1,194201,5019,5019
ladakh,2019,1,194105,2632,2632
ladakh,2019,1,194103,2503,2503
ladakh,2019,1,194102,2041,2041
ladakh,2019,1,194703,1885,1885
ladakh,2019,1,194106,1541,1541
ladakh,2019,1,194401,1370,1370
ladakh,2019,2,194104,17735,17735
ladakh,2019,2,194101,14988,14988
ladakh,2019,2,194201,7906,7906
ladakh,2019,2,194107,6499,6499
ladakh,2019,2,194102,4231,4231
ladakh,2019,2,194103,3828,3828
ladakh,2019,2,194105,3074,3074
ladakh,2019,2,194703,2941,2941
ladakh,2019,2,194401,2568,2568
ladakh,2019,2,194106,2228,2228
ladakh,2019,3,194104,23502,23502
ladakh,2019,3,194101,22448,22448
ladakh,2019,3,194201,13706,13706
ladakh,2019,3,194107,8879,8879
ladakh,2019,3,194401,4366,4366
ladakh,2019,3,194102,4213,4213
ladakh,2019,3,194103,3540,3540
ladakh,2019,3,194106,3475,3475
ladakh,2019,3,194105,2414,2414
ladakh,2019,3,194703,2183,2183
ladakh,2019,4,194104,25677,25677
ladakh,2019,4,194101,19933,19933
ladakh,2019,4,194201,12715,12715
ladakh,2019,4,194107,8728,8728
ladakh,2019,4,194401,5372,5372
ladakh,2019,4,194106,4376,4376
ladakh,2019,4,,2014,2014
ladakh,2019,4,194103,1521,1521
ladakh,2019,4,194109,1035,1035
ladakh,2019,4,194102,903,903
ladakh,2020,1,194104,30289,30289
ladakh,2020,1,194101,22693,22693
ladakh,2020,1,194201,13298,13298
ladakh,2020,1,194107,10562,10562
ladakh,2020,1,194103,6375,6375
ladakh,2020,1,194401,6291,6291
ladakh,2020,1,194106,5017,5017
ladakh,2020,1,194703,4869,4869
ladakh,2020,1,194102,4520,4520
ladakh,2020,1,194105,4084,4084
ladakh,2020,2,194104,38688,38688
ladakh,2020,2,194101,27753,27753
ladakh,2020,2,194201,17285,17285
ladakh,2020,2,194107,13133,13133
ladakh,2020,2,194103,9288,9288
ladakh,2020,2,194401,8670,8670
ladakh,2020,2,194102,8264,8264
ladakh,2020,2,194105,7237,7237
ladakh,2020,2,194703,7031,7031
ladakh,2020,2,194106,5244,5244
ladakh,2020,3,194104,53009,53009
ladakh,2020,3,194101,36318,36318
ladakh,2020,3,194201,33208,33208
ladakh,2020,3,194107,21812,21812
ladakh,2020,3,194102,13177,13177
ladakh,2020,3,194103,13164,13164
ladakh,2020,3,194401,11567,11567
ladakh,2020,3,194105,9087,9087
ladakh,2020,3,194106,8926,8926
ladakh,2020,3,194703,8098,8098
ladakh,2020,4,194104,79598,79598
ladakh,2020,4,194101,53569,53569
ladakh,2020,4,194201,40398,40398
ladakh,2020,4,194107,28650,28650
ladakh,2020,4,194103,19884,19884
ladakh,2020,4,194401,19253,19253
ladakh,2020,4,194102,17941,17941
ladakh,2020,4,194106,13802,13802
ladakh,2020,4,,13717,13717
ladakh,2020,4,194703,12137,12137
ladakh,2021,1,194104,69922,69922
ladakh,2021,1,194101,52241,52241
ladakh,2021,1,194201,32349,32349
ladakh,2021,1,194107,20479,20479
ladakh,2021,1,194401,20189,20189
ladakh,2021,1,194103,17261,17261
ladakh,2021,1,194102,11397,11397
ladakh,2021,1,194703,9665,9665
ladakh,2021,1,194106,9664,9664
ladakh,2021,1,194105,9247,9247
ladakh,2021,2,194104,97554,97554
ladakh,2021,2,194101,82253,82253
ladakh,2021,2,194201,46730,46730
ladakh,2021,2,194107,27961,27961
ladakh,2021,2,194401,27469,27469
ladakh,2021,2,194103,23768,23768
ladakh,2021,2,194102,23109,23109
ladakh,2021,2,194105,15290,15290
ladakh,2021,2,194106,13320,13320
ladakh,2021,2,194703,11776,11776
ladakh,2021,3,194101,158592,158592
ladakh,2021,3,194104,134590,134590
ladakh,2021,3,194201,64437,64437
ladakh,2021,3,194401,37043,37043
ladakh,2021,3,194103,34363,34363
ladakh,2021,3,194102,33291,33291
ladakh,2021,3,194107,33031,33031
ladakh,2021,3,194105,21767,21767
ladakh,2021,3,194106,17972,17972
ladakh,2021,3,194703,16103,16103
ladakh,2021,4,194104,152915,152915
ladakh,2021,4,194101,145867,145867
ladakh,2021,4,194201,74027,74027
ladakh,2021,4,194401,43146,43146
ladakh,2021,4,194107,38000,38000
ladakh,2021,4,194103,36689,36689
ladakh,2021,4,194102,31783,31783
ladakh,2021,4,194105,22207,22207
ladakh,2021,4,194703,21830,21830
ladakh,2021,4,194106,17704,17704
ladakh,2022,1,194104,154272,154272
ladakh,2022,1,194101,134589,134589
ladakh,2022,1,194201,76974,76974
ladakh,2022,1,194107,45153,45153
ladakh,2022,1,194401,42114,42114
ladakh,2022,1,194103,34785,34785
ladakh,2022,1,194102,26314,26314
ladakh,2022,1,194703,23787,23787
ladakh,2022,1,194105,23335,23335
ladakh,2022,1,194106,17551,17551
ladakh,2022,2,194101,295744,295744
ladakh,2022,2,194104,235834,235834
ladakh,2022,2,194201,122174,122174
ladakh,2022,2,194107,78094,78094
ladakh,2022,2,194401,77048,77048
ladakh,2022,2,194103,64923,64923
ladakh,2022,2,194102,49473,49473
ladakh,2022,2,194105,39622,39622
ladakh,2022,2,194703,35267,35267
ladakh,2022,2,194404,31848,31848
ladakh,2022,3,194101,320558,320558
ladakh,2022,3,194104,252253,252253
ladakh,2022,3,194201,138865,138865
ladakh,2022,3,194401,78063,78063
ladakh,2022,3,194103,67676,67676
ladakh,2022,3,194107,66414,66414
ladakh,2022,3,194102,58100,58100
ladakh,2022,3,194404,44884,44884
ladakh,2022,3,194105,40480,40480
ladakh,2022,3,194703,33746,33746
ladakh,2022,4,194104,253102,253102
ladakh,2022,4,194101,242758,242758
ladakh,2022,4,194201,128329,128329
ladakh,2022,4,194401,73153,73153
ladakh,2022,4,194103,62642,62642
ladakh,2022,4,194102,55644,55644
ladakh,2022,4,194107,54757,54757
ladakh,2022,4,194404,50950,50950
ladakh,2022,4,194105,41674,41674
ladakh,2022,4,194703,34085,34085
ladakh,2023,1,194104,365465,365465
ladakh,2023,1,194101,331624,331624
ladakh,2023,1,194201,209303,209303
ladakh,2023,1,194401,120264,120264
ladakh,2023,1,194107,83588,83588
ladakh,2023,1,194404,83097,83097
ladakh,2023,1,194103,82070,82070
ladakh,2023,1,194102,62904,62904
ladakh,2023,1,194105,56306,56306
ladakh,2023,1,194703,48774,48774
ladakh,2023,2,194101,736089,736089
ladakh,2023,2,194104,613774,613774
ladakh,2023,2,194201,383971,383971
ladakh,2023,2,194401,201619,201619
ladakh,2023,2,194103,193547,193547
ladakh,2023,2,194102,145545,145545
ladakh,2023,2,194107,141166,141166
ladakh,2023,2,194105,119778,119778
ladakh,2023,2,194404,117973,117973
ladakh,2023,2,194703,78588,78588
lakshadweep,2018,1,682551,455,455
lakshadweep,2018,1,682557,126,126
lakshadweep,2018,1,682555,112,112
lakshadweep,2018,1,682556,36,36
lakshadweep,2018,1,682559,30,30
lakshadweep,2018,1,682558,17,17
lakshadweep,2018,1,682552,2,2
lakshadweep,2018,2,682551,1424,1424
lakshadweep,2018,2,682555,296,296
lakshadweep,2018,2,682557,195,195
lakshadweep,2018,2,682559,110,110
lakshadweep,2018,2,682552,53,53
lakshadweep,2018,2,682556,39,39
lakshadweep,2018,2,682554,8,8
lakshadweep,2018,2,682558,7,7
lakshadweep,2018,3,682551,698,698
lakshadweep,2018,3,682555,412,412
lakshadweep,2018,3,682557,190,190
lakshadweep,2018,3,682552,159,159
lakshadweep,2018,3,682559,97,97
lakshadweep,2018,3,682556,69,69
lakshadweep,2018,3,682558,66,66
lakshadweep,2018,3,682554,12,12
lakshadweep,2018,4,682555,759,759
lakshadweep,2018,4,682557,301,301
lakshadweep,2018,4,682551,186,186
lakshadweep,2018,4,682559,143,143
lakshadweep,2018,4,682552,118,118
lakshadweep,2018,4,682556,108,108
lakshadweep,2018,4,682558,23,23
lakshadweep,2018,4,682554,4,4
lakshadweep,2019,1,682555,1321,1321
lakshadweep,2019,1,682557,428,428
lakshadweep,2019,1,682551,203,203
lakshadweep,2019,1,682559,193,193
lakshadweep,2019,1,682552,150,150
lakshadweep,2019,1,682556,109,109
lakshadweep,2019,1,682558,58,58
lakshadweep,2019,1,682554,19,19
lakshadweep,2019,2,682555,1542,1542
lakshadweep,2019,2,682557,431,431
lakshadweep,2019,2,682551,394,394
lakshadweep,2019,2,682559,192,192
lakshadweep,2019,2,682552,182,182
lakshadweep,2019,2,682556,135,135
lakshadweep,2019,2,682558,45,45
lakshadweep,2019,2,682554,5,5
lakshadweep,2019,3,682555,1659,1659
lakshadweep,2019,3,682551,530,530
lakshadweep,2019,3,682557,464,464
lakshadweep,2019,3,682556,153,153
lakshadweep,2019,3,682559,135,135
lakshadweep,2019,3,682552,134,134
lakshadweep,2019,3,682554,20,20
lakshadweep,2019,3,682558,9,9
lakshadweep,2019,4,682555,2171,2171
lakshadweep,2019,4,682551,537,537
lakshadweep,2019,4,682557,351,351
lakshadweep,2019,4,682556,276,276
lakshadweep,2019,4,682554,209,209
lakshadweep,2019,4,682552,107,107
lakshadweep,2019,4,682559,100,100
lakshadweep,2019,4,682558,14,14
lakshadweep,2020,1,682555,2725,2725
lakshadweep,2020,1,682551,833,833
lakshadweep,2020,1,682557,457,457
lakshadweep,2020,1,682556,351,351
lakshadweep,2020,1,682552,331,331
lakshadweep,2020,1,682554,263,263
lakshadweep,2020,1,682559,168,168
lakshadweep,2020,1,682558,23,23
lakshadweep,2020,2,682555,3325,3325
lakshadweep,2020,2,682551,1285,1285
lakshadweep,2020,2,682557,982,982
lakshadweep,2020,2,682556,679,679
lakshadweep,2020,2,682552,356,356
lakshadweep,2020,2,682554,342,342
lakshadweep,2020,2,682559,218,218
lakshadweep,2020,2,682558,33,33
lakshadweep,2020,3,682555,3980,3980
lakshadweep,2020,3,682551,1414,1414
lakshadweep,2020,3,682556,1084,1084
lakshadweep,2020,3,682557,877,877
lakshadweep,2020,3,682552,607,607
lakshadweep,2020,3,682559,333,333
lakshadweep,2020,3,682554,247,247
lakshadweep,2020,3,682558,47,47
lakshadweep,2020,4,682555,5080,5080
lakshadweep,2020,4,682551,2482,2482
lakshadweep,2020,4,682556,1189,1189
lakshadweep,2020,4,682557,1135,1135
lakshadweep,2020,4,682552,1110,1110
lakshadweep,2020,4,682559,338,338
lakshadweep,2020,4,682554,230,230
lakshadweep,2020,4,682558,86,86
lakshadweep,2021,1,682555,4769,4769
lakshadweep,2021,1,682551,1612,1612
lakshadweep,2021,1,682557,794,794
lakshadweep,2021,1,682552,722,722
lakshadweep,2021,1,682556,563,563
lakshadweep,2021,1,682559,328,328
lakshadweep,2021,1,682554,252,252
lakshadweep,2021,1,682558,45,45
lakshadweep,2021,2,682555,5888,5888
lakshadweep,2021,2,682551,2178,2178
lakshadweep,2021,2,682552,993,993
lakshadweep,2021,2,682557,857,857
lakshadweep,2021,2,682556,587,587
lakshadweep,2021,2,682559,504,504
lakshadweep,2021,2,682554,339,339
lakshadweep,2021,2,682558,38,38
lakshadweep,2021,3,682555,6738,6738
lakshadweep,2021,3,682551,2598,2598
lakshadweep,2021,3,682556,964,964
lakshadweep,2021,3,682552,940,940
lakshadweep,2021,3,682557,771,771
lakshadweep,2021,3,682559,721,721
lakshadweep,2021,3,682554,591,591
lakshadweep,2021,3,682558,47,47
lakshadweep,2021,4,682555,7192,7192
lakshadweep,2021,4,682551,3110,3110
lakshadweep,2021,4,682557,1413,1413
lakshadweep,2021,4,682552,1202,1202
lakshadweep,2021,4,682556,1099,1099
lakshadweep,2021,4,682559,758,758
lakshadweep,2021,4,682554,606,606
lakshadweep,2021,4,682558,90,90
lakshadweep,2022,1,682555,7323,7323
lakshadweep,2022,1,682551,3633,3633
lakshadweep,2022,1,682557,1982,1982
lakshadweep,2022,1,682552,1081,1081
lakshadweep,2022,1,682556,1080,1080
lakshadweep,2022,1,682554,608,608
lakshadweep,2022,1,682559,563,563
lakshadweep,2022,1,682558,127,127
lakshadweep,2022,2,682555,7618,7618
lakshadweep,2022,2,682551,3798,3798
lakshadweep,2022,2,682557,2325,2325
lakshadweep,2022,2,682552,1342,1342
lakshadweep,2022,2,682556,1021,1021
lakshadweep,2022,2,682559,660,660
lakshadweep,2022,2,682554,601,601
lakshadweep,2022,2,682558,204,204
lakshadweep,2022,3,682555,6356,6356
lakshadweep,2022,3,682551,3121,3121
lakshadweep,2022,3,682557,2438,2438
lakshadweep,2022,3,682552,1043,1043
lakshadweep,2022,3,682559,979,979
lakshadweep,2022,3,682556,805,805
lakshadweep,2022,3,682554,341,341
lakshadweep,2022,3,682558,158,158
lakshadweep,2022,4,682555,7140,7140
lakshadweep,2022,4,682551,3739,3739
lakshadweep,2022,4,682557,2929,2929
lakshadweep,2022,4,682552,1068,1068
lakshadweep,2022,4,682559,906,906
lakshadweep,2022,4,682556,855,855
lakshadweep,2022,4,682554,376,376
lakshadweep,2022,4,682558,134,134
lakshadweep,2023,1,682555,12662,12662
lakshadweep,2023,1,682551,6651,6651
lakshadweep,2023,1,682557,4437,4437
lakshadweep,2023,1,682552,1716,1716
lakshadweep,2023,1,682559,1603,1603
lakshadweep,2023,1,682556,1447,1447
lakshadweep,2023,1,682554,677,677
lakshadweep,2023,1,682558,327,327
lakshadweep,2023,2,682555,14670,14670
lakshadweep,2023,2,682551,7102,7102
lakshadweep,2023,2,682557,6477,6477
lakshadweep,2023,2,682552,2023,2023
lakshadweep,2023,2,682559,1695,1695
lakshadweep,2023,2,682556,1504,1504
lakshadweep,2023,2,682554,1226,1226
lakshadweep,2023,2,682558,221,221
madhya-pradesh,2018,1,462001,832846,832846
madhya-pradesh,2018,1,452005,207574,207574
madhya-pradesh,2018,1,452001,107648,107648
madhya-pradesh,2018,1,455001,104275,104275
madhya-pradesh,2018,1,452010,94234,94234
madhya-pradesh,2018,1,462022,83978,83978
madhya-pradesh,2018,1,464001,79043,79043
madhya-pradesh,2018,1,462021,76954,76954
madhya-pradesh,2018,1,482002,74060,74060
madhya-pradesh,2018,1,462003,73987,73987
madhya-pradesh,2018,2,462001,928983,928983
madhya-pradesh,2018,2,452005,246010,246010
madhya-pradesh,2018,2,452001,142004,142004
madhya-pradesh,2018,2,455001,136382,136382
madhya-pradesh,2018,2,452010,129277,129277
madhya-pradesh,2018,2,462021,107180,107180
madhya-pradesh,2018,2,462022,105767,105767
madhya-pradesh,2018,2,482002,103987,103987
madhya-pradesh,2018,2,464001,101316,101316
madhya-pradesh,2018,2,462003,99813,99813
madhya-pradesh,2018,3,462001,1164035,1164035
madhya-pradesh,2018,3,470226,323991,323991
madhya-pradesh,2018,3,452005,287900,287900
madhya-pradesh,2018,3,466001,276731,276731
madhya-pradesh,2018,3,455001,239696,239696
madhya-pradesh,2018,3,452001,239364,239364
madhya-pradesh,2018,3,487114,222326,222326
madhya-pradesh,2018,3,462022,218956,218956
madhya-pradesh,2018,3,486331,215104,215104
madhya-pradesh,2018,3,462003,208570,208570
madhya-pradesh,2018,4,462001,1500309,1500309
madhya-pradesh,2018,4,452001,343290,343290
madhya-pradesh,2018,4,452005,335785,335785
madhya-pradesh,2018,4,455001,295535,295535
madhya-pradesh,2018,4,452010,278306,278306
madhya-pradesh,2018,4,462021,275519,275519
madhya-pradesh,2018,4,462022,247693,247693
madhya-pradesh,2018,4,462008,242961,242961
madhya-pradesh,2018,4,482002,241160,241160
madhya-pradesh,2018,4,462010,240419,240419
